trawl_id,node_name,sample_week,abundance
Trawl_111,Temora,2022-05-09,0.440852314474651
Trawl_111,Synchaeta,2022-05-09,6.735243693362723
Trawl_111,Acartia,2022-05-09,0.8572128337007103
Trawl_111,Appendicularia,2022-05-09,0.36737692872887584
Trawl_111,Nauplii,2022-05-09,0.5388194954690179
Trawl_111,Evadne,2022-05-09,0.07347538574577517
Trawl_111,Centropages,2022-05-09,0.18368846436443792
Trawl_111,Pseudocalanus,2022-05-09,0.0979671809943669
Trawl_112,Temora,2022-05-09,0.33063923585598826
Trawl_112,Synchaeta,2022-05-09,21.614009306882195
Trawl_112,Acartia,2022-05-09,0.8204751408278227
Trawl_112,Appendicularia,2022-05-09,0.4775900073475386
Trawl_112,Nauplii,2022-05-09,0.7469997550820475
Trawl_112,Evadne,2022-05-09,0.024491795248591724
Trawl_112,Centropages,2022-05-09,0.11021307861866275
Trawl_112,Pseudocalanus,2022-05-09,0.012245897624295862
Trawl_112,Eurytemora,2022-05-09,0.024491795248591724
Trawl_112,Podon,2022-05-09,0.024491795248591724
Trawl_113,Temora,2022-05-09,1.0041636051922607
Trawl_113,Synchaeta,2022-05-09,8.168013715405339
Trawl_113,Acartia,2022-05-09,1.3837864315454322
Trawl_113,Radioloria,2022-05-09,0.012245897624295862
Trawl_113,Appendicularia,2022-05-09,0.42860641685035517
Trawl_113,Nauplii,2022-05-09,0.526573597844722
Trawl_113,Evadne,2022-05-09,0.14695077149155034
Trawl_113,Centropages,2022-05-09,0.17144256674014205
Trawl_113,Pseudocalanus,2022-05-09,0.07347538574577517
Trawl_113,Eurytemora,2022-05-09,0.04898359049718345
Trawl_115,Temora,2022-05-09,1.2123438648052902
Trawl_115,Synchaeta,2022-05-09,11.523389664462405
Trawl_115,Acartia,2022-05-09,0.5755571883419055
Trawl_115,Radioloria,2022-05-09,0.012245897624295862
Trawl_115,Appendicularia,2022-05-09,0.23267205486162137
Trawl_115,Nauplii,2022-05-09,0.6000489835904972
Trawl_115,Evadne,2022-05-09,0.04898359049718345
Trawl_115,Centropages,2022-05-09,0.07347538574577517
Trawl_115,Pseudocalanus,2022-05-09,0.13470487386725447
Trawl_116,Temora,2022-05-09,0.8449669360764145
Trawl_116,Synchaeta,2022-05-09,10.53147195689444
Trawl_116,Acartia,2022-05-09,1.6164584864070537
Trawl_116,Radioloria,2022-05-09,0.036737692872887584
Trawl_116,Appendicularia,2022-05-09,0.7225079598334558
Trawl_116,Nauplii,2022-05-09,0.440852314474651
Trawl_116,Evadne,2022-05-09,0.07347538574577517
Trawl_116,Centropages,2022-05-09,0.2571638501102131
Trawl_116,Pseudocalanus,2022-05-09,0.1591966691158462
Trawl_116,Eurytemora,2022-05-09,0.08572128337007102
Trawl_117,Temora,2022-05-09,1.42052412441832
Trawl_117,Synchaeta,2022-05-09,8.890521675238796
Trawl_117,Acartia,2022-05-09,2.4246877296105804
Trawl_117,Radioloria,2022-05-09,0.024491795248591724
Trawl_117,Appendicularia,2022-05-09,0.29390154298310067
Trawl_117,Nauplii,2022-05-09,0.5020818025961303
Trawl_117,Evadne,2022-05-09,0.23267205486162137
Trawl_117,Centropages,2022-05-09,0.13470487386725447
Trawl_117,Pseudocalanus,2022-05-09,0.17144256674014205
Trawl_117,Eurytemora,2022-05-09,0.04898359049718345
Trawl_119,Temora,2022-05-09,0.3061474406073965
Trawl_119,Synchaeta,2022-05-09,15.552289982855743
Trawl_119,Acartia,2022-05-09,0.42860641685035517
Trawl_119,Appendicularia,2022-05-09,0.48983590497183443
Trawl_119,Nauplii,2022-05-09,0.624540778839089
Trawl_119,Evadne,2022-05-09,0.036737692872887584
Trawl_119,Centropages,2022-05-09,0.17144256674014205
Trawl_119,Pseudocalanus,2022-05-09,0.012245897624295862
Trawl_119,Eurytemora,2022-05-09,0.061229488121479304
Trawl_119,Podon,2022-05-09,0.012245897624295862
Trawl_119,Bosmina,2022-05-09,0.012245897624295862
Trawl_120,Temora,2022-05-09,0.7347538574577517
Trawl_120,Synchaeta,2022-05-09,16.2747979426892
Trawl_120,Acartia,2022-05-09,1.5184913054126867
Trawl_120,Appendicularia,2022-05-09,0.48983590497183443
Trawl_120,Nauplii,2022-05-09,0.6490325740876807
Trawl_120,Evadne,2022-05-09,0.12245897624295861
Trawl_120,Centropages,2022-05-09,0.1591966691158462
Trawl_120,Pseudocalanus,2022-05-09,0.11021307861866275
Trawl_120,Eurytemora,2022-05-09,0.04898359049718345
Trawl_122,Temora,2022-05-09,0.6367866764633848
Trawl_122,Synchaeta,2022-05-09,15.135929463629685
Trawl_122,Acartia,2022-05-09,0.8939505265735979
Trawl_122,Radioloria,2022-05-09,0.024491795248591724
Trawl_122,Appendicularia,2022-05-09,0.5878030859662013
Trawl_122,Nauplii,2022-05-09,0.23267205486162137
Trawl_122,Evadne,2022-05-09,0.0979671809943669
Trawl_122,Centropages,2022-05-09,0.08572128337007102
Trawl_122,Pseudocalanus,2022-05-09,0.24491795248591722
Trawl_123,Temora,2022-05-09,0.20818025961302963
Trawl_123,Synchaeta,2022-05-09,39.49301983835415
Trawl_123,Acartia,2022-05-09,0.6612784717119765
Trawl_123,Appendicularia,2022-05-09,0.967425912319373
Trawl_123,Nauplii,2022-05-09,1.1266225814352193
Trawl_123,Evadne,2022-05-09,0.28165564535880483
Trawl_123,Centropages,2022-05-09,0.13470487386725447
Trawl_123,Pseudocalanus,2022-05-09,0.07347538574577517
Trawl_123,Eurytemora,2022-05-09,0.024491795248591724
Trawl_123,Podon,2022-05-09,0.012245897624295862
Trawl_123,Annelida,2022-05-09,0.012245897624295862
Trawl_124,Temora,2022-05-09,1.4950980392156863
Trawl_124,Synchaeta,2022-05-09,32.365196078431374
Trawl_124,Acartia,2022-05-09,2.058823529411765
Trawl_124,Radioloria,2022-05-09,0.14705882352941177
Trawl_124,Appendicularia,2022-05-09,0.7843137254901962
Trawl_124,Nauplii,2022-05-09,2.8676470588235294
Trawl_124,Evadne,2022-05-09,0.9803921568627452
Trawl_124,Centropages,2022-05-09,0.5882352941176471
Trawl_124,Pseudocalanus,2022-05-09,0.22058823529411767
Trawl_124,Podon,2022-05-09,0.07352941176470588
Trawl_129,Temora,2022-05-09,0.9054054054054054
Trawl_129,Synchaeta,2022-05-09,31.06756756756757
Trawl_129,Acartia,2022-05-09,1.7702702702702702
Trawl_129,Radioloria,2022-05-09,0.04054054054054054
Trawl_129,Appendicularia,2022-05-09,1.162162162162162
Trawl_129,Nauplii,2022-05-09,1.1891891891891893
Trawl_129,Evadne,2022-05-09,0.5405405405405406
Trawl_129,Centropages,2022-05-09,0.35135135135135137
Trawl_129,Pseudocalanus,2022-05-09,0.08108108108108109
Trawl_129,Cyclop,2022-05-09,0.013513513513513514
Trawl_129,Podon,2022-05-09,0.04054054054054054
Trawl_129,Bosmina,2022-05-09,0.02702702702702703
Trawl_132,Temora,2022-05-16,1.20863309352518
Trawl_132,Synchaeta,2022-05-16,16.97841726618705
Trawl_132,Acartia,2022-05-16,1.525179856115108
Trawl_132,Radioloria,2022-05-16,0.05755395683453238
Trawl_132,Appendicularia,2022-05-16,0.7769784172661871
Trawl_132,Nauplii,2022-05-16,1.1510791366906474
Trawl_132,Evadne,2022-05-16,0.37410071942446044
Trawl_132,Centropages,2022-05-16,0.11510791366906475
Trawl_132,Pseudocalanus,2022-05-16,0.4892086330935252
