node_name,year,biomass,bodymass,sample_week
Clupea,2007,3.54497547160183,18.20800490910079,2007-03-12
Clupea,2007,3.54497547160183,18.20800490910079,2007-03-19
Clupea,2007,3.54497547160183,18.20800490910079,2007-03-26
Clupea,2007,3.54497547160183,18.20800490910079,2007-04-02
Clupea,2007,3.54497547160183,18.20800490910079,2007-04-09
Clupea,2007,3.54497547160183,18.20800490910079,2007-04-16
Clupea,2007,3.54497547160183,18.20800490910079,2007-04-23
Clupea,2007,3.54497547160183,18.20800490910079,2007-04-30
Clupea,2007,3.54497547160183,18.20800490910079,2007-05-07
Clupea,2007,3.54497547160183,18.20800490910079,2007-05-14
Clupea,2007,3.54497547160183,18.20800490910079,2007-05-21
Clupea,2007,3.54497547160183,18.20800490910079,2007-05-28
Clupea,2007,3.54497547160183,18.20800490910079,2007-06-04
Clupea,2007,3.54497547160183,18.20800490910079,2007-06-11
Clupea,2007,3.54497547160183,18.20800490910079,2007-06-18
Clupea,2007,3.54497547160183,18.20800490910079,2007-06-25
Clupea,2007,3.54497547160183,18.20800490910079,2007-07-02
Clupea,2007,3.54497547160183,18.20800490910079,2007-07-09
Clupea,2007,3.54497547160183,18.20800490910079,2007-07-16
Clupea,2007,3.54497547160183,18.20800490910079,2007-07-23
Clupea,2007,3.54497547160183,18.20800490910079,2007-07-30
Clupea,2007,3.54497547160183,18.20800490910079,2007-08-06
Clupea,2007,3.54497547160183,18.20800490910079,2007-08-13
Clupea,2007,3.54497547160183,18.20800490910079,2007-08-20
Clupea,2007,3.54497547160183,18.20800490910079,2007-08-27
Clupea,2007,3.54497547160183,18.20800490910079,2007-09-03
Clupea,2007,3.54497547160183,18.20800490910079,2007-09-10
Clupea,2007,3.54497547160183,18.20800490910079,2007-09-17
Clupea,2007,3.54497547160183,18.20800490910079,2007-09-24
Clupea,2007,3.54497547160183,18.20800490910079,2007-10-01
Clupea,2007,3.54497547160183,18.20800490910079,2007-10-08
Clupea,2007,3.54497547160183,18.20800490910079,2007-10-15
Clupea,2007,3.54497547160183,18.20800490910079,2007-10-22
Clupea,2007,3.54497547160183,18.20800490910079,2007-10-29
Clupea,2007,3.54497547160183,18.20800490910079,2007-11-05
Clupea,2007,3.54497547160183,18.20800490910079,2007-11-12
Clupea,2007,3.54497547160183,18.20800490910079,2007-11-19
Clupea,2007,3.54497547160183,18.20800490910079,2007-11-26
Clupea,2007,3.54497547160183,18.20800490910079,2007-12-03
Clupea,2007,3.54497547160183,18.20800490910079,2007-12-10
Clupea,2007,3.54497547160183,18.20800490910079,2007-12-17
Clupea,2007,3.54497547160183,18.20800490910079,2007-12-24
Clupea,2007,3.54497547160183,18.20800490910079,2007-12-31
Clupea,2008,7.0639485590583995,23.76171739288566,2008-01-07
Clupea,2008,7.0639485590583995,23.76171739288566,2008-01-14
Clupea,2008,7.0639485590583995,23.76171739288566,2008-01-21
Clupea,2008,7.0639485590583995,23.76171739288566,2008-01-28
Clupea,2008,7.0639485590583995,23.76171739288566,2008-02-04
Clupea,2008,7.0639485590583995,23.76171739288566,2008-02-11
Clupea,2008,7.0639485590583995,23.76171739288566,2008-02-18
Clupea,2008,7.0639485590583995,23.76171739288566,2008-02-25
Clupea,2008,7.0639485590583995,23.76171739288566,2008-03-03
Clupea,2008,7.0639485590583995,23.76171739288566,2008-03-10
Clupea,2008,7.0639485590583995,23.76171739288566,2008-03-17
Clupea,2008,7.0639485590583995,23.76171739288566,2008-03-24
Clupea,2008,7.0639485590583995,23.76171739288566,2008-03-31
Clupea,2008,7.0639485590583995,23.76171739288566,2008-04-07
Clupea,2008,7.0639485590583995,23.76171739288566,2008-04-14
Clupea,2008,7.0639485590583995,23.76171739288566,2008-04-21
Clupea,2008,7.0639485590583995,23.76171739288566,2008-04-28
Clupea,2008,7.0639485590583995,23.76171739288566,2008-05-05
Clupea,2008,7.0639485590583995,23.76171739288566,2008-05-12
Clupea,2008,7.0639485590583995,23.76171739288566,2008-05-19
Clupea,2008,7.0639485590583995,23.76171739288566,2008-05-26
Clupea,2008,7.0639485590583995,23.76171739288566,2008-06-02
Clupea,2008,7.0639485590583995,23.76171739288566,2008-06-09
Clupea,2008,7.0639485590583995,23.76171739288566,2008-06-16
Clupea,2008,7.0639485590583995,23.76171739288566,2008-06-23
Clupea,2008,7.0639485590583995,23.76171739288566,2008-06-30
Clupea,2008,7.0639485590583995,23.76171739288566,2008-07-07
Clupea,2008,7.0639485590583995,23.76171739288566,2008-07-14
Clupea,2008,7.0639485590583995,23.76171739288566,2008-07-21
Clupea,2008,7.0639485590583995,23.76171739288566,2008-07-28
Clupea,2008,7.0639485590583995,23.76171739288566,2008-08-04
Clupea,2008,7.0639485590583995,23.76171739288566,2008-08-11
Clupea,2008,7.0639485590583995,23.76171739288566,2008-08-18
Clupea,2008,7.0639485590583995,23.76171739288566,2008-08-25
Clupea,2008,7.0639485590583995,23.76171739288566,2008-09-01
Clupea,2008,7.0639485590583995,23.76171739288566,2008-09-08
Clupea,2008,7.0639485590583995,23.76171739288566,2008-09-15
Clupea,2008,7.0639485590583995,23.76171739288566,2008-09-22
Clupea,2008,7.0639485590583995,23.76171739288566,2008-09-29
Clupea,2008,7.0639485590583995,23.76171739288566,2008-10-06
Clupea,2008,7.0639485590583995,23.76171739288566,2008-10-13
Clupea,2008,7.0639485590583995,23.76171739288566,2008-10-20
Clupea,2008,7.0639485590583995,23.76171739288566,2008-10-27
Clupea,2008,7.0639485590583995,23.76171739288566,2008-11-03
Clupea,2008,7.0639485590583995,23.76171739288566,2008-11-10
Clupea,2008,7.0639485590583995,23.76171739288566,2008-11-17
Clupea,2008,7.0639485590583995,23.76171739288566,2008-11-24
Clupea,2008,7.0639485590583995,23.76171739288566,2008-12-01
Clupea,2008,7.0639485590583995,23.76171739288566,2008-12-08
Clupea,2008,7.0639485590583995,23.76171739288566,2008-12-15
Clupea,2008,7.0639485590583995,23.76171739288566,2008-12-22
Clupea,2008,7.0639485590583995,23.76171739288566,2008-12-29
Clupea,2009,8.124325768262473,28.54513820680075,2009-01-05
Clupea,2009,8.124325768262473,28.54513820680075,2009-01-12
Clupea,2009,8.124325768262473,28.54513820680075,2009-01-19
Clupea,2009,8.124325768262473,28.54513820680075,2009-01-26
Clupea,2009,8.124325768262473,28.54513820680075,2009-02-02
Clupea,2009,8.124325768262473,28.54513820680075,2009-02-09
Clupea,2009,8.124325768262473,28.54513820680075,2009-02-16
Clupea,2009,8.124325768262473,28.54513820680075,2009-02-23
Clupea,2009,8.124325768262473,28.54513820680075,2009-03-02
Clupea,2009,8.124325768262473,28.54513820680075,2009-03-09
Clupea,2009,8.124325768262473,28.54513820680075,2009-03-16
Clupea,2009,8.124325768262473,28.54513820680075,2009-03-23
Clupea,2009,8.124325768262473,28.54513820680075,2009-03-30
Clupea,2009,8.124325768262473,28.54513820680075,2009-04-06
Clupea,2009,8.124325768262473,28.54513820680075,2009-04-13
Clupea,2009,8.124325768262473,28.54513820680075,2009-04-20
Clupea,2009,8.124325768262473,28.54513820680075,2009-04-27
Clupea,2009,8.124325768262473,28.54513820680075,2009-05-04
Clupea,2009,8.124325768262473,28.54513820680075,2009-05-11
Clupea,2009,8.124325768262473,28.54513820680075,2009-05-18
Clupea,2009,8.124325768262473,28.54513820680075,2009-05-25
Clupea,2009,8.124325768262473,28.54513820680075,2009-06-01
Clupea,2009,8.124325768262473,28.54513820680075,2009-06-08
Clupea,2009,8.124325768262473,28.54513820680075,2009-06-15
Clupea,2009,8.124325768262473,28.54513820680075,2009-06-22
Clupea,2009,8.124325768262473,28.54513820680075,2009-06-29
Clupea,2009,8.124325768262473,28.54513820680075,2009-07-06
Clupea,2009,8.124325768262473,28.54513820680075,2009-07-13
Clupea,2009,8.124325768262473,28.54513820680075,2009-07-20
Clupea,2009,8.124325768262473,28.54513820680075,2009-07-27
Clupea,2009,8.124325768262473,28.54513820680075,2009-08-03
Clupea,2009,8.124325768262473,28.54513820680075,2009-08-10
Clupea,2009,8.124325768262473,28.54513820680075,2009-08-17
Clupea,2009,8.124325768262473,28.54513820680075,2009-08-24
Clupea,2009,8.124325768262473,28.54513820680075,2009-08-31
Clupea,2009,8.124325768262473,28.54513820680075,2009-09-07
Clupea,2009,8.124325768262473,28.54513820680075,2009-09-14
Clupea,2009,8.124325768262473,28.54513820680075,2009-09-21
Clupea,2009,8.124325768262473,28.54513820680075,2009-09-28
Clupea,2009,8.124325768262473,28.54513820680075,2009-10-05
Clupea,2009,8.124325768262473,28.54513820680075,2009-10-12
Clupea,2009,8.124325768262473,28.54513820680075,2009-10-19
Clupea,2009,8.124325768262473,28.54513820680075,2009-10-26
Clupea,2009,8.124325768262473,28.54513820680075,2009-11-02
Clupea,2009,8.124325768262473,28.54513820680075,2009-11-09
Clupea,2009,8.124325768262473,28.54513820680075,2009-11-16
Clupea,2009,8.124325768262473,28.54513820680075,2009-11-23
Clupea,2009,8.124325768262473,28.54513820680075,2009-11-30
Clupea,2009,8.124325768262473,28.54513820680075,2009-12-07
Clupea,2009,8.124325768262473,28.54513820680075,2009-12-14
Clupea,2009,8.124325768262473,28.54513820680075,2009-12-21
Clupea,2009,8.124325768262473,28.54513820680075,2009-12-28
Clupea,2010,4.369829050079333,25.600413552161125,2010-01-04
Clupea,2010,4.369829050079333,25.600413552161125,2010-01-11
Clupea,2010,4.369829050079333,25.600413552161125,2010-01-18
Clupea,2010,4.369829050079333,25.600413552161125,2010-01-25
Clupea,2010,4.369829050079333,25.600413552161125,2010-02-01
Clupea,2010,4.369829050079333,25.600413552161125,2010-02-08
Clupea,2010,4.369829050079333,25.600413552161125,2010-02-15
Clupea,2010,4.369829050079333,25.600413552161125,2010-02-22
Clupea,2010,4.369829050079333,25.600413552161125,2010-03-01
Clupea,2010,4.369829050079333,25.600413552161125,2010-03-08
Clupea,2010,4.369829050079333,25.600413552161125,2010-03-15
Clupea,2010,4.369829050079333,25.600413552161125,2010-03-22
Clupea,2010,4.369829050079333,25.600413552161125,2010-03-29
Clupea,2010,4.369829050079333,25.600413552161125,2010-04-05
Clupea,2010,4.369829050079333,25.600413552161125,2010-04-12
Clupea,2010,4.369829050079333,25.600413552161125,2010-04-19
Clupea,2010,4.369829050079333,25.600413552161125,2010-04-26
Clupea,2010,4.369829050079333,25.600413552161125,2010-05-03
Clupea,2010,4.369829050079333,25.600413552161125,2010-05-10
Clupea,2010,4.369829050079333,25.600413552161125,2010-05-17
Clupea,2010,4.369829050079333,25.600413552161125,2010-05-24
Clupea,2010,4.369829050079333,25.600413552161125,2010-05-31
Clupea,2010,4.369829050079333,25.600413552161125,2010-06-07
Clupea,2010,4.369829050079333,25.600413552161125,2010-06-14
Clupea,2010,4.369829050079333,25.600413552161125,2010-06-21
Clupea,2010,4.369829050079333,25.600413552161125,2010-06-28
Clupea,2010,4.369829050079333,25.600413552161125,2010-07-05
Clupea,2010,4.369829050079333,25.600413552161125,2010-07-12
Clupea,2010,4.369829050079333,25.600413552161125,2010-07-19
Clupea,2010,4.369829050079333,25.600413552161125,2010-07-26
Clupea,2010,4.369829050079333,25.600413552161125,2010-08-02
Clupea,2010,4.369829050079333,25.600413552161125,2010-08-09
Clupea,2010,4.369829050079333,25.600413552161125,2010-08-16
